userMediaCount,userFollowerCount,userFollowingCount,userHasHighlighReels,userHasExternalUrl,userTagsCount,userBiographyLength,usernameLength,usernameDigitCount,mediaLikeNumbers_mean,mediaLikeNumbers_std,mediaLikeNumbers_min,mediaLikeNumbers_max,mediaCommentNumbers_mean,mediaCommentNumbers_std,mediaCommentNumbers_min,mediaCommentNumbers_max,mediaCommentsAreDisabled_mean,mediaCommentsAreDisabled_std,mediaCommentsAreDisabled_min,mediaCommentsAreDisabled_max,mediaHashtagNumbers_mean,mediaHashtagNumbers_std,mediaHashtagNumbers_min,mediaHashtagNumbers_max,mediaUploadTimes_mean,mediaUploadTimes_std,mediaUploadTimes_min,mediaUploadTimes_max,mediaHasLocationInfo_mean,mediaHasLocationInfo_std,mediaHasLocationInfo_min,mediaHasLocationInfo_max
0.09209209209209208,8.649037870475783e-05,0.07851239669421488,0.0,0.0,0.0001788846915291334,0.0,0.24,0.0,0.0004031812115762611,0.0003817488122579473,8.294625082946251e-05,0.00024218704589928894,0.0028812387381981176,0.0012394315296676175,0.0,0.000811304171455615,0.0,0.0,0.0,0.0,0.04695340501792115,0.12519689774970494,0.0,0.07874015748031496,0.5482886156247639,0.616430878623018,0.19345227437713852,0.999835606909488,0.5053763440860215,0.9999421881774341,0.0,1.0
1.0,0.002027008339367143,0.30685150626499597,1.0,1.0,0.0006869773447799493,0.9600000000000001,0.32,0.0,0.00048417700940756676,0.000771078348947985,0.00030413625304136254,0.0007763824728542919,0.006966835268963048,0.0026049512949047155,0.0,0.0034480427286863635,0.0,0.0,0.0,0.0,0.42246666666666666,0.40991811699401975,0.0,0.2440944881889764,0.6560295271689993,0.42085296685314344,0.5084773334235111,0.9982635337856776,0.331,0.9411461098044235,0.0,1.0
0.14514514514514515,0.00018992711626848854,0.4557451346307651,1.0,1.0,1.0522628913478436e-05,0.9866666666666667,0.27999999999999997,0.0,0.00021567015471379437,0.0002127485731974672,8.294625082946251e-05,0.00015915148730524703,0.002528969931192663,0.0011042527710823924,0.0,0.0005408694476370766,0.0,0.0,0.0,0.0,0.40890410958904105,0.4140338301537147,0.0,0.23622047244094488,0.9433176344515877,0.12015495881251227,0.8843525475293914,0.9991546750622193,0.8082191780821918,0.7874031705862967,0.0,1.0
0.4764764764764765,0.001046677466506561,0.1458277792588643,0.0,1.0,0.00010372305643285887,0.9133333333333334,0.12,0.0,0.0005522097070243983,0.0009808693648150023,0.00016589250165892502,0.0011735692281291258,0.004268422564908468,0.002220868287865404,0.0,0.0022986951524575755,0.0,0.0,0.0,0.0,0.04982529699510831,0.06394436776993681,0.0,0.03937007874015748,0.7090307818838193,0.3638789030186777,0.5239226071895624,0.9981687626474445,0.7819706498951782,0.8258148765860079,0.0,1.0
0.5625625625625625,0.00017378011395946722,0.18861636896827513,1.0,1.0,8.418103130782749e-05,0.9666666666666667,0.32,0.0,0.00015194203317358849,0.00024489469106219033,2.7648750276487504e-05,0.0004373206085952874,0.005010504831349102,0.002544238779205603,0.0,0.00236630383341221,0.0,0.0,0.0,0.0,0.07359384251036115,0.11291116786439741,0.0,0.11811023622047244,0.630335355258774,0.5424528741476456,0.20948657135274118,0.9979168765350144,0.3836589698046181,0.9725528565442132,0.0,1.0
0.09009009009009009,7.386054521552331e-05,0.06758197813916289,0.0,0.0,0.0001142456853463373,0.0,0.24,0.0,0.00024387117176860015,0.0003015497961546111,0.00011059500110595002,0.00016607111718808384,0.005726826603370162,0.0023420647853152686,0.0,0.001284564938138057,0.0,0.0,0.0,0.0,0.07472527472527472,0.11972633000578292,0.0,0.08661417322834646,0.4103751565390903,0.6465391177401608,0.18376124777316427,0.9664543734032334,0.3516483516483517,0.954969713512107,0.0,1.0
0.0,0.005624752299389085,0.09837376699546788,1.0,1.0,3.457435214428629e-05,0.0,0.32,0.0,0.002293027927797562,0.0,0.010976553859765538,0.0005466507607441093,0.042197669709043296,0.0,0.23809523809523808,0.0013521736190926915,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.03333333333333333,0.007874015748031496,0.9998022611553674,0.0,0.9998338285557562,0.997776787061702,0.0,0.0,0.0,0.0
0.042042042042042045,1.8545071958875984e-05,0.017861903492402024,1.0,0.0,3.0064654038509817e-06,0.09333333333333334,0.32,0.0,0.00013834156199564685,7.228782921575453e-05,0.00019354125193541254,5.120526113299252e-05,0.001815481138644886,0.0008776616799445486,0.0,0.0003380434047731729,0.023255813953488372,0.301429799925947,0.0,1.0,0.007751937984496124,0.035719308879832684,0.0,0.023622047244094488,0.8364198056068108,0.20450930096384365,0.7058504560592489,0.9801235214095589,0.4418604651162791,0.993216581584308,0.0,1.0
0.1251251251251251,6.986376246576557e-05,0.059450813116502264,0.0,0.0,9.470366022130592e-05,0.14,0.2,0.0,0.00019320318700051734,0.0002632829611840762,5.529750055297501e-05,0.00016607111718808384,0.002762942659520692,0.001427233835513565,0.0,0.0007436954905009804,0.0,0.0,0.0,0.0,0.018253968253968255,0.053545895704322735,0.0,0.031496062992125984,0.5372842692767321,0.4828439713258039,0.30510770326280756,0.9858631694731583,0.6746031746031746,0.9370458503584408,0.0,1.0
0.13713713713713713,0.0001422854658913761,0.09064249533457744,0.0,1.0,0.00012176184885596476,0.24000000000000002,0.12,0.0,0.0006784731823627878,0.0006093335769651826,0.00024883875248838755,0.0004912937216814147,0.005182974649045535,0.001894666649825343,0.0,0.0010141302143195188,0.0,0.0,0.0,0.0,0.05628019323671497,0.15986242740041384,0.0,0.09448818897637795,0.5287071465892401,0.5378935681145649,0.33704462644838706,0.9842936953060644,0.13043478260869565,0.6735623210795508,0.0,1.0
0.03303303303303303,5.067920526692834e-05,0.0490535857104772,0.0,0.0,7.816810050012553e-05,0.14,0.39999999999999997,0.0,0.0003161651417083276,0.0003390291847240761,0.00027648750276487504,0.00019374963671943114,0.004592099350690005,0.0014998386185204968,0.0,0.0006760868095463458,0.0,0.0,0.0,0.0,0.060784313725490195,0.09781516207475792,0.0,0.047244094488188976,0.6448705266993189,0.37629186627097355,0.5259141781752401,0.9516112128413319,0.6470588235294118,0.9557692240748188,0.0,1.0
0.04504504504504505,1.646674492900195e-05,0.009730738469741401,0.0,0.0,6.012930807701963e-06,0.16666666666666669,0.32,0.0,8.730937775507889e-05,9.289432780265241e-05,0.00011059500110595002,6.36605949220988e-05,0.0003210692260470686,0.00024167945064420448,0.0,6.760868095463458e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.516890749973463,0.5635990009763611,0.13490112330503212,0.9374789732859359,0.391304347826087,0.9760845356801588,0.0,1.0
0.31131131131131135,0.0012226957788058924,0.6271660890429218,1.0,1.0,0.00036528554656789427,0.9400000000000001,0.6000000000000001,0.0,0.0011998111594163224,0.0017797846753070472,0.0004976775049767751,0.0013078100478561604,0.006079439914812488,0.0018491962121734418,0.0,0.0010141302143195188,0.0,0.0,0.0,0.0,0.8602564102564102,0.3872620793819625,0.0,0.2755905511811024,0.9037804788244372,0.13992963627146301,0.8473034410161295,0.9977041667122526,0.00641025641025641,0.15961409741011198,0.0,1.0
0.0,2.4140567808536842e-05,0.06011730205278592,0.0,0.0,0.0,0.0,0.2,0.0,0.000491325885037041,0.0,0.002377792523777925,0.00011624978203165869,0.002109883485452165,0.0,0.011904761904761904,6.760868095463458e-05,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.03937007874015748,0.9591355008409099,0.0,0.9656591862050163,0.955779700787871,1.0,0.0,1.0,1.0
0.1131131131131131,9.54431720642152e-05,0.09650759797387364,0.0,0.0,8.568426400975299e-05,0.0,0.2,0.0,0.00031635944589831274,0.000424778831664391,0.00011059500110595002,0.00029616015898541615,0.002942732229709598,0.0016155661970096592,0.0,0.000811304171455615,0.0,0.0,0.0,0.0,0.005847953216374269,0.030596840824148423,0.0,0.015748031496062992,0.4565194127891141,0.6193442191232985,0.26782621422685793,0.9904258013964737,0.12280701754385964,0.6564311204866565,0.0,1.0
